date,information_coefficient,p_value
2022-10-13,-0.3405460546054605,0.0005265426839537751
2022-10-14,-0.3080108010801079,0.0018236376314822481
2022-10-17,-0.2727032703270327,0.00605148573946818
2022-10-18,-0.2021362136213621,0.04371446276422083
2022-10-19,-0.15619561956195618,0.1206957493941825
2022-10-20,-0.11804380438043804,0.24212504395600795
2022-10-21,-0.057641764176417636,0.5689187760674785
2022-10-24,-0.11887188718871886,0.23881427224189916
2022-10-25,-0.03192319231923192,0.7525348250508272
2022-10-26,-0.043972397239723966,0.6639938053465582
2022-10-27,-0.05044104410441044,0.6182118651242328
2022-10-28,-0.044248424842484244,0.662013203398151
2022-10-31,-0.19776777677767776,0.04857079080385594
2022-11-01,-0.21639363936393635,0.030585732263593242
2022-11-02,-0.2581578157815781,0.00950773390736653
2022-11-03,-0.24975697569756972,0.012209908026312019
2022-11-04,-0.20196819681968195,0.04389347919447106
2022-11-07,-0.15123912391239122,0.13308910342958924
2022-11-08,-0.16429642964296426,0.10237893216990754
2022-11-09,-0.3107830783078308,0.0016491336315355722
2022-11-10,0.07227122712271226,0.4748802481524591
2022-11-11,0.2144374437443744,0.03216108485987001
2022-11-14,0.22043804380438042,0.027534802923342597
2022-11-15,0.3923312331233123,5.4118241246738e-05
2022-11-16,0.3229042904290429,0.0010503295360701956
2022-11-17,0.31769576957695767,0.001277936562476885
2022-11-18,0.28026402640264025,0.004739309602128647
2022-11-21,0.17543354335433542,0.08083772292722127
2022-11-22,0.2938733873387338,0.003001276659402856
2022-11-23,0.3653045304530453,0.00018612644976107056
2022-11-25,0.3805220522052205,9.408588106397235e-05
2022-11-28,0.35245124512451237,0.00032274557380801894
2022-11-29,0.19495949594959494,0.051922133637995097
2022-11-30,0.42713471347134707,9.339577828958818e-06
2022-12-01,0.31642364236423637,0.0013399433304206745
2022-12-02,0.10605460546054604,0.2936365251330377
2022-12-05,0.11759975997599759,0.24391342007346134
2022-12-06,0.01698169816981698,0.866823987117893
2022-12-07,-0.16928892889288927,0.09222384695525171
2022-12-08,-0.12955295529552954,0.1989100608589842
2022-12-09,-0.20027602760276025,0.04573064088957773
2022-12-12,-0.2372277227722772,0.01747862515878402
2022-12-13,-0.12969696969696967,0.19840701782053705
2022-12-14,-0.2612541254125412,0.008653222211636722
2022-12-15,-0.437983798379838,5.1842911342787915e-06
2022-12-16,-0.41140114011401135,2.1172053997982202e-05
2022-12-19,-0.5815661566156615,2.2258153587095753e-10
2022-12-20,-0.6875007500750074,2.7911346422269185e-15
2022-12-21,-0.6571377137713771,1.1257948201369085e-13
2022-12-22,-0.6483888388838883,3.02398262807752e-13
2022-12-23,-0.6822802280228022,5.439877038846516e-15
2022-12-27,-0.7244644464446445,1.607371936749437e-17
2022-12-28,-0.7050705070507051,2.656218644438057e-16
